Color Display Locator,Color Number,Color Name,CBG Legacy Color Name,Color Name (Canada - English),Color Name (Canada - French),Color Collection,CBG NA Color Family Name,LRV Notation Number,RGB-1 Red Color Value,RGB-2 Green Color Value,RGB-3 Blue Color Value,Hex Value,Color Sample sRGB,CMYK-1 Cyan Color Value,CMYK-2 Magenta Color Value,CMYK-3 Yellow Color Value,CMYK-4 Black Color Value,Freezer name,Channel,Color Description
NV512G,8005-1G,Magpie,,Magpie,Pie,,Blacks,5,63,62,57,3F3E39,,0,2,10,75,FNVL5001_7,Lowe's,
NV601A,7001-17,Cinema Screen,,Cinema Screen,Écran de cinéma,,Grays,76,228,226,223,E4E2DF,,0,1,2,11,FVUP7001-17,Lowe's,
NV601B,8006-12B,Elephant in the Room,,Elephant in the Room,Éléphant,,Grays,58,202,200,203,CAC8CB,,0,1,0,20,FSW6260A,Lowe's,
NV601C,8006-12C,Ganymede,,Ganymede,Ganymède,,Grays,46,184,180,180,B8B4B4,,0,2,2,28,FNVL6012_3,Lowe's,
NV601D,8006-12D,Feather Quill,,Feather Quill,Plume d'écriture,,Grays,32,157,153,154,9D999A,,0,3,2,38,FNVL6012_4,Lowe's,
NV601E,8006-12E,Nature Walk,,Nature Walk,Marche en nature,,Grays,18,119,117,117,777575,,0,2,2,53,FNVL6012_5,Lowe's,
NV601F,8006-12F,Soft Panther,,Soft Panther,Panthère douce,,Grays,7,77,73,76,4D494C,,0,5,1,70,FNVL6012_6,Lowe's,
NV601G,8006-12G,Tomcat,,Tomcat,Matou,,Blacks,3,47,47,47,2F2F2F,,0,0,0,82,FNVL6012_7,Lowe's,
NV602A,8006-11A,Rocky Mountain Mist,,Rocky Mountain Mist,Brume des Rocheuses,,Grays,69,217,217,217,D9D9D9,,0,0,0,15,FNVL6011_1,Lowe's,
NV602B,8006-11B,Gray Morn,,Grey Morn,Matin gris,,Grays,59,202,202,202,CACACA,,0,0,0,21,FNVL6011_2,Lowe's,
NV602C,8006-11C,Rocky Shelter,,Rocky Shelter,Abri rocheux,,Grays,54,192,194,194,C0C2C2,,1,0,0,24,FNVL6011_3,Lowe's,
NV602D,8006-11D,Sleepy Kitten,,Sleepy Kitten,Chaton fatigué,,Grays,33,157,156,156,9D9C9C,,0,1,1,38,FNVL6011_4,Lowe's,
NV602E,8006-11E,Ground Truth,,Ground Truth,Réalité de terrain,,Grays,18,117,117,118,757576,,1,1,0,54,FNVL6011_5,Lowe's,
NV602F,8006-11F,Arrowhead,,Arrowhead,Pointe de flèche,,Grays,5,66,64,64,424040,,0,3,3,74,FNVL6011_6,Lowe's,
NV602G,4011-2,Dark Kettle Black,,Dark Kettle Black,Noir bouilloire foncée,Popular,Blacks,2,41,42,45,292A2D,,9,7,0,82,FVUP4011-2,Lowe's,
NV603A,8006-10A,Aerodynamic,,Aerodynamic,Aérodynamique,,Grays,68,213,216,215,D5D8D7,,1,0,0,15,FSW9636,Lowe's,
NV603B,4005-1B,Gravity,,Gravity,Gravité,Go-To Gray,Grays,56,195,198,199,C3C6C7,,2,1,0,22,FVUP4005-1B,Lowe's,
NV603C,4005-1C,Metropolis,,Metropolis,Métropole,,Grays,41,169,172,173,A9ACAD,,2,1,0,32,FVUP4005-1C,Lowe's,
NV603D,4005-2A,Vessel Gray,,Vessel Grey,Gris vaisseau,,Grays,21,125,127,131,7D7F83,,5,3,0,49,FVUP4005-2A,Lowe's,
NV603E,4005-2B,High-Speed Steel,,High-Speed Steel,Acier rapide,,Grays,13,97,100,103,616467,,6,3,0,60,FVUP4005-2B,Lowe's,
NV603F,4005-2C,Muskeg Grey,,Muskeg Grey,Gris tourbière,,Blacks,6,70,72,74,46484A,,5,3,0,71,FVUP4005-2C,Lowe's,
NV603G,4009-2,Noir,,Noir,Noir,,Blacks,3,46,46,48,2E2E30,,4,4,0,81,FVUP4009-2,Lowe's,
NV604A,4006-1A,Silver Leaf,,Silver Leaf,Feuille d'argent,,Grays,61,202,206,206,CACECE,,2,0,0,19,FVUP4006-1A,Lowe's,
NV604B,4006-1B,Voyage,,Voyage,Voyage,,Grays,47,178,184,188,B2B8BC,,5,2,0,26,FVUP4006-1B,Lowe's,
NV604C,4006-1C,Drizzling Mist,,Drizzling Mist,Brume brumeuse,,Grays,32,149,154,157,959A9D,,5,2,0,38,FVUP4006-1C,Lowe's,
NV604D,4006-2A,Elephant Gray,,Elephant Grey,Gris éléphant,,Grays,19,114,122,128,727A80,,11,5,0,50,FVUP4006-2A,Lowe's,
NV604E,4006-2B,Crucible,,Crucible,Creuset,Popular,Grays,13,95,103,109,5F676D,,13,6,0,57,FVUP4006-2B,Lowe's,
NV604F,4006-2C,Hematite,,Hematite,Hématite,,Blacks,7,72,75,80,484B50,,10,6,0,69,FVUP4006-2C,Lowe's,
NV604G,5011-2,Very Black,,Very Black,Très noir,,Blacks,3,47,50,56,2F3238,,16,11,0,78,FVUP5011-2,Lowe's,
NV605A,8006-8A,Highlights,,Highlights,Points forts,,Grays,62,201,208,212,C9D0D4,,5,2,0,17,FNVL6008_1,Lowe's,
NV605B,8006-8B,Seersucker,,Seersucker,Crépon de coton,,Grays,53,184,194,200,B8C2C8,,8,3,0,22,FNVL6008_2,Lowe's,
NV605C,8006-8C,Granite Fog,,Granite Fog,Brouillard granit,,Grays,43,166,177,185,A6B1B9,,10,4,0,27,FNVL6008_3,Lowe's,
NV605D,8006-8D,Stormy Skies,,Stormy Skies,Ciel de tempête,,Grays,29,135,148,158,87949E,,15,6,0,38,FNVL6008_4,Lowe's,
NV605E,8006-8E,Deep Channel,,Deep Channel,Canal profond,,Grays,18,109,121,131,6D7983,,17,8,0,49,FNVL6008_5,Lowe's,
NV605F,8006-8F,Plot Twist,,Plot Twist,Retournement de situation,,Grays,9,75,86,93,4B565D,,19,8,0,64,FNVL6008_6,Lowe's,
NV605G,8006-8G,Tuxedo,4011-1 New Black,Tuxedo,Smoking,,Blacks,2,34,38,43,22262B,,21,12,0,83,FVUP4001-1,Lowe's,
NV606A,8006-7A,Mais Oui,,Mais Oui,Mais oui,,Grays,75,223,224,227,DFE0E3,,2,1,0,11,FSW9686,Lowe's,
NV606B,8006-7B,Bottlefly Wings,,Bottlefly Wings,Ailes de lucilie,,Grays,61,202,206,210,CACED2,,4,2,0,18,FNVL6007_2,Lowe's,
NV606C,8006-7C,Chrome,,Chrome,Chrome,,Grays,32,149,155,158,959B9E,,6,2,0,38,FNVL6007_3,Lowe's,
NV606D,8006-7D,Deco Gray,,Deco Grey,Gris déco,,Grays,18,112,119,122,70777A,,8,2,0,52,FNVL6007_4,Lowe's,
NV606E,8006-7E,Bottlenose Dolphin,,Bottlenose Dolphin,Grand dauphin,,Grays,14,101,107,111,656B6F,,9,4,0,56,FNVL6007_5,Lowe's,
NV606F,8006-7F,Sooty Lashes,,Sooty Lashes,Cils de suie,,Grays,7,69,75,79,454B4F,,13,5,0,69,FNVL6007_6,Lowe's,
NV606G,4010-1,Chimney Smoke,,Chimney Smoke,Fumée de cheminée,,Blacks,5,58,64,68,3A4044,,15,6,0,73,FVUP4010-1,Lowe's,
NV607A,7004-16,Sheer Light,,Sheer Light,Lumière pure,,Grays,72,218,222,219,DADEDB,,2,0,1,13,FVUP7004-16,Lowe's,
NV607B,4007-1A,Pelican,,Pelican,Pélican,,Grays,64,206,211,210,CED3D2,,2,0,0,17,FVUP4007-1A,Lowe's,
NV607C,4007-1B,Autumn Fog,,Autumn Fog,Brouillard automnal,,Grays,46,174,182,183,AEB6B7,,5,1,0,28,FVUP4007-1B,Lowe's,
NV607D,4007-1C,Winter Flannel,,Winter Flannel,Flanelle d'hiver,,Grays,31,145,154,155,919A9B,,6,1,0,39,FVUP4007-1C,Lowe's,
NV607E,4007-2A,Sharkfin,,Sharkfin,Aileron de requin,,Grays,24,124,135,139,7C878B,,11,3,0,45,FVUP4007-2A,Lowe's,
NV607F,4007-2B,Iron Frost,,Iron Frost,Fer gelé,,Grays,16,104,114,118,687276,,12,3,0,54,FVUP4007-2B,Lowe's,
NV607G,4007-2C,Blindfold,,Blindfold,Bandeau,,Blacks,7,69,74,76,454A4C,,9,3,0,70,FVUP4007-2C,Lowe's,
NV608A,4005-1A,Polar Star,,Polar Star,Étoile polaire,,Grays,67,213,214,212,D5D6D4,,0,0,1,16,FVUP4005-1A,Lowe's,
NV608B,4008-1A,Bay Waves,,Bay Waves,Vagues de la baie,,Grays,61,204,206,204,CCCECC,,1,0,1,19,FVUP4008-1A,Lowe's,
NV608C,4008-1B,Polished Silver,,Polished Silver,Argent poli,,Grays,45,177,180,178,B1B4B2,,2,0,1,29,FVUP4008-1B,Lowe's,
NV608D,4008-1C,Stone Mason Gray,,Stone Mason Grey,Gris maçon,,Grays,31,149,152,150,959896,,2,0,1,40,FVUP4008-1C,Lowe's,
NV608E,4008-2A,City Storm,,City Storm,Tempête urbaine,,Grays,23,128,133,133,808585,,4,0,0,48,FVUP4008-2A,Lowe's,
NV608F,4008-2B,Almost Charcoal,,Almost Charcoal,Presque charbon,,Grays,16,107,112,113,6B7071,,5,1,0,56,FVUP4008-2B,Lowe's,
NV608G,4008-2C,Muted Ebony,,Muted Ebony,Ébène feutré,,Blacks,8,78,81,80,4E5150,,4,0,1,68,FVUP4008-2C,Lowe's,
NV609A,4003-1A,Seashell Gray,,Seashell Grey,Gris coquillage,,Grays,69,218,217,212,DAD9D4,,0,0,3,15,FVUP4003-1A,Lowe's,
NV609B,8006-4B,Silver Thistle Down,,Silver Thistle Down,Duvet de chardon argenté,Popular,Grays,63,209,208,202,D1D0CA,,0,0,3,18,FNVL6004_2,Lowe's,
NV609C,4004-1B,Urban Sunrise,,Urban Sunrise,Lever de soleil urbain,,Grays,45,179,180,176,B3B4B0,,1,0,2,29,FVUP4004-1B,Lowe's,
NV609D,4004-1C,Hazy Stratus,,Hazy Stratus,Stratus brumeux,,Grays,35,161,160,155,A1A09B,,0,1,4,37,FVUP4004-1C,Lowe's,
NV609E,4004-2A,Grey Suit,,Grey Suit,Costume gris,,Grays,22,129,129,126,81817E,,0,0,2,49,FVUP4004-2A,Lowe's,
NV609F,4004-2B,Ocean Storm,,Ocean Storm,Tempête océanique,,Grays,13,101,103,100,656764,,2,0,3,60,FVUP4004-2B,Lowe's,
NV609G,8006-4G,Caviar,,Caviar,Caviar,,Blacks,5,60,62,60,3C3E3C,,3,0,3,76,FNVL6004_7,Lowe's,
NV610A,8006-3A,Mr. Kitty,,Mr. Kitty,M. Chaton,,Grays,70,219,218,212,DBDAD4,,0,0,3,14,FNVL6003_1,Lowe's,
NV610B,5006-1B,Notre Dame,,Notre Dame,Notre Dame,,Grays,57,200,199,191,C8C7BF,,0,1,5,22,FVUP5006-1B,Lowe's,
NV610C,5006-1C,Granite Dust,,Granite Dust,Poussière de granit,Popular,Grays,48,184,185,178,B8B9B2,,1,0,4,27,FVUP5006-1C,Lowe's,
NV610D,5006-2A,Wet Pavement,,Wet Pavement,Chaussée mouillée,,Grays,35,162,161,153,A2A199,,0,1,6,36,FVUP5006-2A,Lowe's,
NV610E,8006-3E,Worlds Away,,Worlds Away,Bien différent,,Grays,27,145,143,133,918F85,,0,1,8,43,FNVL6003_5,Lowe's,
NV610F,5006-2B,Porcelain Shale,,Porcelain Shale,Schiste porcelaine,,Grays,20,123,123,115,7B7B73,,0,0,7,52,FVUP5006-2B,Lowe's,
NV610G,5006-2C,Sable Evening,,Sable Evening,Soirée zibeline,,Grays,10,88,89,83,585953,,1,0,7,65,FVUP5006-2C,Lowe's,
NV611A,4004-1A,Tempered Gray,,Tempered Grey,Gris doux,,Grays,65,213,211,204,D5D3CC,,0,1,4,16,FVUP4004-1A,Lowe's,
NV611B,8006-2B,Goose Feathers,,Goose Feathers,Plumes d’oie,,Grays,65,214,210,202,D6D2CA,,0,2,6,16,FSW9566,Lowe's,
NV611C,8006-2C,Wet Concrete,,Wet Concrete,Béton frais,,Grays,60,208,202,191,D0CABF,,0,3,8,18,FNVL6002-3,Lowe's,
NV611D,8006-2D,Ask Me Anything,,Ask Me Anything,Demandez-moi n’importe quoi,,Grays,50,193,187,176,C1BBB0,,0,3,9,24,FSW9567,Lowe's,
NV611E,8006-2E,Graceful Gray,,Graceful Grey,Gris élégant,,Grays,37,168,162,152,A8A298,,0,4,10,34,FSW9568,Lowe's,
NV611F,8006-2F,Big Apple,,Big Apple,Grosse pomme,,Grays,25,142,138,129,8E8A81,,0,3,9,44,FSW9569,Lowe's,
NV611G,8006-2G,Ebony Keys,4004-2C Ebony Field,Ebony Keys,Touches d’ébène,,Blacks,6,74,70,65,4A4641,,0,5,12,71,FVUP4004-2C,Lowe's,
NV612A,6002-1A,Gilded Linen,,Gilded Linen,Lin doré,,Neutrals,74,226,223,213,E2DFD5,,0,1,6,11,FVUP6002-1A,Lowe's,
NV612B,5008-1B,Bay Sands,,Bay Sands,Sable de la baie,,Neutrals,60,208,203,189,D0CBBD,,0,2,9,18,FVUP5008-1B,Lowe's,
NV612C,5008-1C,Sandy Sage,,Sandy Sage,Sauge sablonneuse,,Neutrals,47,188,181,165,BCB5A5,,0,4,12,26,FVUP5008-1C,Lowe's,
NV612D,8006-1D,Artemis,6002-1B Hunter's White,Artemis,Artémis,,Neutrals,40,176,169,152,B0A998,,0,4,14,31,FVUP6002-1B,Lowe's,
NV612E,6002-2A,Tornado Watch,,Tornado Watch,Chasse aux tornades,,Neutrals,33,162,155,141,A29B8D,,0,4,13,36,FVUP6002-2A,Lowe's,
NV612F,6002-2B,Mossy Aura,,Mossy Aura,Aura moussue,,Neutrals,21,133,125,109,857D6D,,0,6,18,48,FVUP6002-2B,Lowe's,
NV612G,8006-1G,Timber Green,,Timber Green,Vert boisé,,Browns,7,77,75,65,4D4B41,,0,3,16,70,FNVL6001_7,Lowe's,
NV701A,8007-1A,Teapot,,Teapot,Théière,,Whites,80,231,231,230,E7E7E6,,0,0,0,9,FNVL7103,Lowe's,
NV701B,7004-3,Lilac Muse,,Lilac Muse,Muse lilas,,Whites,83,235,235,232,EBEBE8,,0,0,1,8,FVUP7004-3,Lowe's,
NV701C,7004-9,Gray Shimmer,,Grey Shimmer,Gris scintillant,,Whites,75,227,225,223,E3E1DF,,0,1,2,11,FVUP7004-9,Lowe's,
NV701D,7004-1,Winter Dawn,,Winter Dawn,Aube hivernale,,Whites,78,231,228,227,E7E4E3,,0,1,2,9,FVUP7004-1,Lowe's,
NV701E,7004-2,Soft Silk,,Soft Silk,Soie douce,,Whites,74,225,223,227,E1DFE3,,1,2,0,11,FVUP7004-2,Lowe's,
NV701F,7004-18,Sandstone Gray,,Sandstone Grey,Gris grès,,Whites,66,215,213,209,D7D5D1,,0,1,3,16,FVUP7004-18,Lowe's,
NV701G,7004-19,Silver Dust,,Silver Dust,Poussière d'argent,Popular,Whites,75,224,225,222,E0E1DE,,0,0,1,12,FVUP7004-19,Lowe's,
NV702A,7004-11,Blue Kiss,,Blue Kiss,Baiser bleu,,Whites,83,234,236,234,EAECEA,,1,0,1,7,FVUP7004-11,Lowe's,
NV702B,8007-2B,Tell Me a Secret,,Tell Me a Secret,Dis-moi un secret,,Whites,89,240,243,240,F0F3F0,,1,0,1,5,FNVL7111,Lowe's,
NV702C,7004-13,Prudence,,Prudence,Prudence,,Whites,75,223,225,225,DFE1E1,,1,0,0,12,FVUP7004-13,Lowe's,
NV702D,4005-7A,Moonbeam,,Moonbeam,Rayon de lune,,Whites,82,227,236,240,E3ECF0,,5,2,0,6,FVUP4005-7A,Lowe's,
NV702E,7004-10,Fragile Blue,,Fragile Blue,Bleu fragile,,Whites,69,215,217,218,D7D9DA,,1,0,0,15,FVUP7004-10,Lowe's,
NV702F,7004-4,Tsunami Sky,,Tsunami Sky,Ciel de tsunami,,Whites,70,215,219,218,D7DBDA,,2,0,0,14,FVUP7004-4,Lowe's,
NV702G,7004-21,Morning Lake,,Morning Lake,Lac du matin,,Whites,65,209,211,209,D1D3D1,,1,0,1,17,FVUP7004-21,Lowe's,
NV703A,7006-10,Cool Gray,,Cool Grey,Gris froid,,Whites,83,235,236,230,EBECE6,,0,0,3,7,FVUP7006-10,Lowe's,
NV703B,8007-3B,Tambourine,,Tambourine,Tambourin,,Whites,86,237,239,235,EDEFEB,,1,0,2,6,FNVL7117,Lowe's,
NV703C,8007-3C,Stepping Stone,,Stepping Stone,Pierre de gué,,Whites,86,234,240,240,EAF0F0,,3,0,0,6,FNVL7123,Lowe's,
NV703D,7004-5,Fluffy Slippers,,Fluffy Slippers,Pantoufles moelleuses,,Whites,83,228,237,237,E4EDED,,4,0,0,7,FVUP7004-5,Lowe's,
NV703E,8007-3E,Northbound,,Northbound,En direction du Nord,,Whites,77,221,229,230,DDE5E6,,4,0,0,10,FNVL7128,Lowe's,
NV703F,7004-6,Gray Opal,,Grey Opal,Opale grise,,Whites,79,221,232,232,DDE8E8,,5,0,0,9,FVUP7004-6,Lowe's,
NV703G,8007-3G,Visionary,,Visionary,Visionnaire,,Whites,82,221,237,238,DDEDEE,,7,0,0,7,FNVL7133,Lowe's,
NV704A,8007-4A,Ivory Keys,,Ivory Keys,Touches d’ivoire,,Whites,91,247,244,235,F7F4EB,,0,1,5,3,FNVL7084,Lowe's,
NV704B,8007-4B,Thousand Shells,,Thousand Shells,Mille coquilles,,Whites,82,235,234,228,EBEAE4,,0,0,3,8,FNVL7118,Lowe's,
NV704C,7007-2,High Hide White,,High Hide White,Blanc à haut pouvoir couvrant,,Whites,85,237,237,233,EDEDE9,,0,0,2,7,FVUP7007-2,Lowe's,
NV704D,7006-17,Summer Gray,,Summer Grey,Gris estival,,Whites,80,234,231,225,EAE7E1,,0,1,4,8,FNVL7015,Lowe's,
NV704E,6004-1A,Snowed In,,Snowed In,Enneigé,,Whites,80,234,232,225,EAE8E1,,0,1,4,8,FVUP6004-1A,Lowe's,
NV704F,8007-4F,Gosling,,Gosling,Oison,,Whites,78,230,229,222,E6E5DE,,0,0,3,10,FNVL7149,Lowe's,
NV704G,7006-18,Blizzard Fog,,Blizzard Fog,Brouillard blizzard,,Whites,74,223,223,217,DFDFD9,,0,0,3,13,FVUP7006-18,Lowe's,
NV705A,8007-5A,Ewe,,Ewe,Brebis,,Whites,91,246,245,235,F6F5EB,,0,0,4,4,FNVL7005,Lowe's,
NV705B,7006-22,Paramount White,,Paramount White,Blanc primordial,,Whites,82,236,234,225,ECEAE1,,0,1,5,7,FVUP7006-22,Lowe's,
NV705C,8007-5C,Cravat,,Cravat,Foulard,,Whites,88,243,241,228,F3F1E4,,0,1,6,5,FPL20_01,Lowe's,
NV705D,8007-5D,Sunbeam,,Sunbeam,Rayon de soleil,,Whites,89,242,244,234,F2F4EA,,1,0,4,4,FNVL7147,Lowe's,
NV705E,8007-5E,Morning Breeze,,Morning Breeze,Brise matinale,,Whites,87,240,241,231,F0F1E7,,0,0,4,5,FNVL7121,Lowe's,
NV705F,7006-8,Divine Cream,,Divine Cream,Crème divine,,Whites,77,229,228,216,E5E4D8,,0,0,6,10,FVUP7006-8,Lowe's,
NV705G,7006-12,Salute,,Salute,Salut,,Whites,72,225,221,209,E1DDD1,,0,2,7,12,FVUP7006-12,Lowe's,
NV706A,7006-24,Ultra White,,Ultra White,Ultrablanc,Go-To White,Whites,94,248,248,243,F8F8F3,,0,0,2,3,FVUP7006-24,Lowe's,
NV706B,7002-16,Swiss Coffee,,Swiss Coffee,Café suisse,,Whites,86,241,239,231,F1EFE7,,0,1,4,5,FVUP7002-16,Lowe's,
NV706C,7002-6,Du Jour,,Du Jour,Du jour,,Whites,86,241,239,233,F1EFE9,,0,1,3,5,FVUP7002-6,Lowe's,
NV706D,7006-4,Bistro White,,Bistro White,Blanc bistro,,Whites,85,240,237,231,F0EDE7,,0,1,4,6,FVUP7006-4,Lowe's,
NV706E,8007-6E,Santa's Beard,,Santa's Beard,Barbe de père Noël,,Whites,89,243,242,237,F3F2ED,,0,0,2,5,FNVL7013,Lowe's,
NV706F,8007-6F,Cuddle Down,,Cuddle Down,Duvet câlin,,Whites,91,245,245,239,F5F5EF,,0,0,2,4,U1036,Lowe's,
NV706G,8007-6G,Freshwater Pearls,,Freshwater Pearls,Perles d’eau douce,,Whites,83,236,235,232,ECEBE8,,0,0,2,7,FSW9542,Lowe's,
NV707A,7003-23,Lemon Edge,,Lemon Edge,Touche citronnée,,Whites,88,245,241,226,F5F1E2,,0,2,8,4,FVUP7003-23,Lowe's,
NV707B,7005-16,Betsy's Linen,,Betsy's Linen,Lin de Betsy,,Whites,90,248,244,229,F8F4E5,,0,2,8,3,FVUP7005-16,Lowe's,
NV707C,7002-5,Statuesque,,Statuesque,Sculptural,,Whites,84,241,236,222,F1ECDE,,0,2,8,5,FVUP7002-5,Lowe's,
NV707D,7003-16,Polar White,,Polar White,Blanc polaire,,Whites,84,240,236,223,F0ECDF,,0,2,7,6,FVUP7003-16,Lowe's,
NV707E,7007-1,Dover White,,Dover White,Blanc Douvres,,Whites,81,238,231,217,EEE7D9,,0,3,9,7,FVUP7007-1,Lowe's,
NV707F,7006-1,Wispy White,,Wispy White,Blanc vaporeux,,Whites,75,229,224,213,E5E0D5,,0,2,7,10,FVUP7006-1,Lowe's,
NV707G,7006-5,City Steam,,City Steam,Vapeur urbaine,,Whites,72,224,220,207,E0DCCF,,0,2,8,12,FVUP7006-5,Lowe's,
NV708A,7002-7,Dove White,,Dove White,Blanc colombe,,Whites,85,242,237,227,F2EDE3,,0,2,6,5,FVUP7002-7,Lowe's,
NV708B,8007-8B,Warm Milk,,Warm Milk,Lait chaud,,Whites,87,246,240,226,F6F0E2,,0,2,8,4,FDBDW20,Lowe's,
NV708C,8007-8C,Abel ,,Abel ,Abel ,,Whites,90,248,243,230,F8F3E6,,0,2,7,3,FNVL7019,Lowe's,
NV708D,3008-10C,Cozy White,,Cozy White,Blanc confortable,,Whites,80,237,230,218,EDE6DA,,0,3,8,7,FVUP3008-10C,Lowe's,
NV708E,7006-6,Polished Ivory,,Polished Ivory,Ivoire poli,,Whites,81,241,231,212,F1E7D4,,0,4,12,5,FVUP7006-6,Lowe's,
NV708F,7007-12,Shell White,,Shell White,Blanc coquille,,Whites,82,238,233,222,EEE9DE,,0,2,7,7,FVUP7007-12,Lowe's,
NV708G,8007-8G,Line Dried,,Line Dried,Séché sur corde,,Whites,90,249,244,222,F9F4DE,,0,2,11,2,FNVL7063,Lowe's,
NV709A,7002-14,Cream Delight,,Cream Delight,Délice à la crème,,Whites,85,242,237,226,F2EDE2,,0,2,7,5,FVUP7002-14,Lowe's,
NV709B,7002-8,Pale Bloom,,Pale Bloom,Fleur pâle,,Whites,85,242,237,227,F2EDE3,,0,2,6,5,FVUP7002-8,Lowe's,
NV709C,7006-9,Totten's Inlet,,Totten's Inlet,Totten's Inlet,,Whites,75,233,224,210,E9E0D2,,0,4,10,9,FVUP7006-9,Lowe's,
NV709D,7003-6,Ivory Lace,,Ivory Lace,Dentelle ivoire,,Whites,80,242,230,209,F2E6D1,,0,5,14,5,FVUP7003-6,Lowe's,
NV709E,7003-10,Drumskin,,Drumskin,Peau de tambour,,Whites,70,232,216,189,E8D8BD,,0,7,19,9,FVUP7003-10,Lowe's,
NV709F,7003-2,Unforgettable,,Unforgettable,Inoubliable,,Whites,70,229,217,195,E5D9C3,,0,5,15,10,FNVL7053,Lowe's,
NV709G,8007-9G,Lion of Hadrian,,Lion of Hadrian,Lion d’Hadrien,,Whites,68,224,214,195,E0D6C3,,0,4,13,12,FNVL7054,Lowe's,
NV710A,7007-4,Crisp Cotton,,Crisp Cotton,Coton frais,,Whites,87,244,239,231,F4EFE7,,0,2,5,4,FVUP7007-4,Lowe's,
NV710B,7002-20,Antique White,,Antique White,Blanc ancien,Popular,Whites,80,240,230,216,F0E6D8,,0,4,10,6,FVUP7002-20,Lowe's,
NV710C,7002-12,Quail Egg,,Quail Egg,Œuf de caille,,Whites,77,234,226,213,EAE2D5,,0,3,9,8,FVUP7002-12,Lowe's,
NV710D,7002-10,Bermuda Sand,,Bermuda Sand,Sable des Bermudes,,Whites,80,244,230,210,F4E6D2,,0,6,14,4,FVUP7002-10,Lowe's,
NV710E,7002-13,Courtyard Tan,,Courtyard Tan,Bronzage de cour,,Whites,75,234,223,204,EADFCC,,0,5,13,8,FVUP7002-13,Lowe's,
NV710F,7003-9,Malted Milk,,Malted Milk,Lait malté,,Whites,74,236,221,198,ECDDC6,,0,6,16,7,FVUP7003-9,Lowe's,
NV710G,8007-10G,Honey Locust,,Honey Locust,Févier épineux,,Whites,67,226,211,192,E2D3C0,,0,7,15,11,FNVL7047,Lowe's,
NV711A,8007-11A,Halogen,,Halogen,Halogène,,Whites,87,248,239,226,F8EFE2,,0,4,9,3,FNVL7039,Lowe's,
NV711B,7002-19,Night Light,,Night Light,Veilleuse,,Whites,84,249,234,214,F9EAD6,,0,6,14,2,FVUP7002-19,Lowe's,
NV711C,8007-11C,Apricot Whisper,7002-9 Sunset Nude,Apricot Whisper,Potentille frutescente,,Whites,83,251,232,208,FBE8D0,,0,8,17,2,FVUP7002-9,Lowe's,
NV711D,7002-17,Abalone Pink,,Abalone Pink,Rose ormeau,,Whites,82,249,231,215,F9E7D7,,0,7,14,2,FVUP7002-17,Lowe's,
NV711E,8007-11E,Soft-Spoken,,Soft Spoken,Douce parole,,Whites,70,233,216,197,E9D8C5,,0,7,15,9,FNVL7077,Lowe's,
NV711F,7002-1,Clay Angel,,Clay Angel,Ange d'argile,,Whites,68,224,213,200,E0D5C8,,0,5,11,12,FVUP7002-1,Lowe's,
NV711G,7003-1,Parlour Taupe,,Parlour Taupe,Salon taupe,,Whites,63,219,206,188,DBCEBC,,0,6,14,14,FVUP7003-1,Lowe's,
NV712A,7001-21,Naivete,,Naivete,Naïveté,,Whites,87,247,238,234,F7EEEA,,0,4,5,3,FVUP7001-21,Lowe's,
NV712B,8007-12B,White Wool,,White Wool,Laine blanche,,Whites,77,230,226,223,E6E2DF,,0,2,3,10,FNVL7104,Lowe's,
NV712C,7001-18,Heirloom Pink,,Heirloom Pink,Rose héritage,,Whites,75,228,224,220,E4E0DC,,0,2,4,11,FVUP7001-18,Lowe's,
NV712D,7001-19,Crushed Out,,Crushed Out,Pilé,,Whites,69,228,213,207,E4D5CF,,0,7,9,11,FVUP7001-19,Lowe's,
NV712E,8007-12E,Woodland Wildflower,,Woodland Wildflower,Fleur sauvage des bois,,Whites,72,223,220,218,DFDCDA,,0,1,2,13,FNVL7106,Lowe's,
NV712F,8007-12F,Barley,,Barley,Orge,,Whites,77,231,227,220,E7E3DC,,0,2,5,9,FNVL7150,Lowe's,
NV712G,8007-12G,Petal Smoke,,Petal Smoke,Fumée de pétale,,Whites,74,228,222,215,E4DED7,,0,3,6,11,FNVL7148,Lowe's,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
